node_id,community,is_brnpdb,is_active
1583,20,False,False
1584,18,False,False
1585,21,False,False
1586,24,False,False
1587,24,False,False
1588,21,False,False
1589,21,False,False
1590,18,False,False
1591,14,False,False
1592,17,False,False
1593,20,False,False
1594,20,False,False
1595,7,False,False
1596,18,False,False
1597,15,False,False
1598,8,False,False
1599,21,False,False
1600,14,False,False
1601,10,False,False
1602,8,False,False
1603,24,False,False
1604,10,False,False
1605,10,False,False
1606,14,False,False
1607,5,False,False
1608,25,False,False
1609,25,False,False
1610,18,False,False
1611,25,False,False
1612,21,False,False
1613,18,False,False
1614,25,False,False
1615,6,False,False
1616,0,False,False
1617,26,False,False
1618,8,False,False
1619,20,False,False
1620,21,False,False
1621,8,False,False
1622,6,False,False
1623,8,False,False
1624,8,False,False
1625,8,False,False
1626,18,False,False
1627,26,False,False
1628,21,False,False
1629,14,False,False
1630,8,False,False
1631,24,False,False
1632,0,False,False
1633,8,False,False
1634,0,False,False
1635,2,False,False
1636,15,False,False
1637,24,False,False
1638,18,False,False
1639,14,False,False
1640,21,False,False
1641,6,False,False
1642,6,False,False
1643,24,False,False
1644,24,False,False
1645,21,False,False
1646,4,False,False
1647,19,False,False
1648,26,False,False
1649,4,False,False
